"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"236","8","GO Biological Process","","Regulation of cysteine-type endopeptidase activity","7.8E-4","HGF|PPARG|NLRP3|AIM2|CARD9|XDH|SENP1|TNF","55687","18130|18040|17857|17962|18139|17800|18091|18010","1.97E-5","","GO:2000116","0.31079053973095194","0"
"698","14","TISSUES","","Lymphocyte","8.1E-4","TBX21|OSM|RIPK3|CCR7|CD28|RORC|CD86|GATA3|CD8A|TNF|HMGA1|DOCK2|CCL5|CCL4","55687","17893|17935|18121|17944|18067|17992|18019|17899|17806|18010|17914|17950|17989|18100","5.72E-6","","BTO:0000775","0.30915149811213505","0"
"89","6","TISSUES","","Macrophage","8.1E-4","PPARG|CCR5|CX3CR1|CD8A|TNF|TLR5","55687","18040|18133|18145|17806|18010|17845","5.68E-6","","BTO:0000801","0.30915149811213505","0"
"67","5","WikiPathways","","Folate metabolism","8.3E-4","MPO|SLC19A1|ABCA1|TNF|LDLR","55687","17785|17827|17923|18010|17878","2.24E-5","","WP176","0.30809219076239264","0"
"9","3","GO Biological Process","","Positive regulation of T-helper 2 cell cytokine production","8.5E-4","NLRP3|PRKCZ|GATA3","55687","17857|17983|17899","2.14E-5","","GO:2000553","0.3070581074285707","0"
"32","4","WikiPathways","","Development and heterogeneity of the ILC family","8.5E-4","TBX21|RORA|GATA3|TNF","55687","17893|17821|17899|18010","2.4E-5","","WP3893","0.3070581074285707","0"
"32","4","WikiPathways","","Prostaglandin signaling","8.5E-4","CCR2|CD28|NLRP3|TNF","55687","18124|18067|17857|18010","2.4E-5","","WP5088","0.3070581074285707","0"
"194","8","Reactome Pathways","","Peptide ligand-binding receptors","8.7E-4","CCR7|CCR2|CCR5|F2RL1|CCR6|CX3CR1|CCL5|CCL4","55687","17944|18124|18133|17965|18136|18145|17989|18100","4.97E-6","","HSA-375276","0.3060480747381381","0"
"67","5","GO Biological Process","","Animal organ regeneration","8.9E-4","HGF|PPARG|ACE|ANGPT2|TNF","55687","18130|18040|17896|17908|18010","2.24E-5","","GO:0031100","0.30506099933550873","0"
"685","13","GO Biological Process","","Negative regulation of cell differentiation","8.9E-4","TBX21|RORA|WNT5A|PPARG|GATA2|ABCA1|GATA3|XDH|LILRB4|TNF|TRPV4|TRIB3|LDLR","55687","17893|17821|17812|18040|17842|17923|17899|17800|18001|18010|17875|18097|17878","2.26E-5","","GO:0045596","0.30506099933550873","0"
"1645","21","GO Biological Process","","Small molecule metabolic process","9.3E-4","MIF|MPO|CYP27B1|RORA|PPARGC1A|PPARG|FABP5|NOS3|PCSK9|SLC19A1|NR5A2|CYP2J2|ADA|ABCA1|XDH|FITM2|TNF|MME|LDLR|SARM1|ACACA","55687","17803|17785|17872|17821|17956|18040|18025|18013|18007|17827|17830|17986|17926|17923|17800|18076|18010|18109|17878|18058|17920","2.37E-5","","GO:0044281","0.3031517051446065","0"
"116","6","GO Biological Process","","Positive regulation of lymphocyte mediated immunity","9.4E-4","TBX21|CD28|NLRP3|PRKCZ|GATA3|TNF","55687","17893|18067|17857|17983|17899|18010","2.39E-5","","GO:0002708","0.3026872146400301","0"
"403","10","GO Biological Process","","Blood circulation","9.4E-4","PPARG|ACE|F2RL1|NOS3|ADORA2B|SGK1|ADM2|ACE2|TNF|TRPV4","55687","18040|17896|17965|18013|17791|17917|17881|17887|18010|17875","2.43E-5","","GO:0008015","0.3026872146400301","0"
"492","11","GO Biological Process","","Response to extracellular stimulus","9.4E-4","MPO|CYP27B1|PPARGC1A|PPARG|ACE|PCSK9|ADORA2B|TNF|TRPV4|LDLR|GIPR","55687","17785|17872|17956|18040|17896|18007|17791|18010|17875|17878|17818","2.38E-5","","GO:0009991","0.3026872146400301","0"
"116","6","GO Biological Process","","Positive regulation of T cell differentiation","9.4E-4","CD86|NLRP3|ADA|PRKCZ|GATA3|LILRB4","55687","18019|17857|17926|17983|17899|18001","2.39E-5","","GO:0045582","0.3026872146400301","0"
"175","7","GO Biological Process","","Cellular response to tumor necrosis factor","9.4E-4","RORA|SLC2A4|AIM2|GATA3|TNF|CCL5|CCL4","55687","17821|17941|17962|17899|18010|17989|18100","2.41E-5","","GO:0071356","0.3026872146400301","0"
"173","7","KEGG Pathways","","NOD-like receptor signaling pathway","9.4E-4","RIPK3|NLRP3|AIM2|CARD9|TRPM2|TNF|CCL5","55687","18121|17857|17962|18139|17773|18010|17989","2.25E-5","","hsa04621","0.3026872146400301","0"
"1023","16","GO Biological Process","","Developmental process involved in reproduction","9.7E-4","AMH|CYP27B1|WNT5A|ADAM28|PPARG|ACE|MERTK|NOS3|ANGPT2|CCR6|GATA2|TLR9|ADA|GATA3|MME|TLR5","55687","17869|17872|17812|18016|18040|17896|18070|18013|17908|18136|17842|18148|17926|17899|18109|17845","2.49E-5","","GO:0003006","0.3013228265733755","0"
"72","5","WikiPathways","","Peptide GPCRs","0.001","CCR7|CCR2|CCR5|CCR6|CX3CR1","55687","17944|18124|18133|18136|18145","3.11E-5","","WP24","0.3","0"
"10","3","GO Biological Process","","Regulation of chronic inflammatory response","0.0011","ADORA2B|TNF|CCL5","55687","17791|18010|17989","2.78E-5","","GO:0002676","0.2958607314841775","0"
"179","7","GO Biological Process","","Regulation of signaling receptor activity","0.0011","PPARG|CCR2|PCSK9|LILRB4|ACE2|TNF|CCL5","55687","18040|18124|18007|18001|17887|18010|17989","2.77E-5","","GO:0010469","0.2958607314841775","0"
"10","3","GO Biological Process","","T-helper 17 cell differentiation","0.0011","RORA|RORC|IRF4","55687","17821|17992|18103","2.78E-5","","GO:0072539","0.2958607314841775","0"
"264","9","COMPARTMENTS","","Side of membrane","0.0012","ACE|CCR5|SLC2A4|CD28|CD3E|ADA|LILRB4|CD8A|LDLR","55687","17896|18133|17941|18067|18151|17926|18001|17806|17878","5.54E-6","","GOCC:0098552","0.29208187539523756","0"
"121","6","GO Biological Process","","Memory","0.0012","S100B|SLC2A4|CX3CR1|SGK1|PRKCZ|LDLR","55687","17977|17941|18145|17917|17983|17878","2.99E-5","","GO:0007613","0.29208187539523756","0"
"508","11","GO Biological Process","","Cellular response to organic cyclic compound","0.0012","RORA|PPARG|ACE|PPARGC1B|RORC|NR3C2|TLR9|SGK1|TRPM2|TNF|CCL5","55687","17821|18040|17896|17776|17992|18079|18148|17917|17773|18010|17989","3.18E-5","","GO:0071407","0.29208187539523756","0"
"1706","23","GO Cellular Component","","Integral component of plasma membrane","0.0012","NRG1|ACE|NCR1|CCR2|CCR5|MERTK|F2RL1|ADORA2B|SLC19A1|SLC2A4|CD28|CCR6|CX3CR1|CD3E|ABCA1|LILRB4|TRPM2|CD8A|TNF|TRPV4|MME|LDLR|TLR5","55687","17938|17896|17929|18124|18133|18070|17965|17791|17827|17941|18067|18136|18145|18151|17923|18001|17773|17806|18010|17875|18109|17878|17845","3.57E-6","","GO:0005887","0.29208187539523756","0"
"25","4","TISSUES","","Cytotoxic T-lymphocyte","0.0012","CCR7|CD28|CD8A|CCL5","55687","17944|18067|17806|17989","9.92E-6","","BTO:0000289","0.29208187539523756","0"
"23","4","DISEASES","","Arteriosclerosis","0.0012","ACE|NOS3|ABCA1|TNF","55687","17896|18013|17923|18010","7.38E-6","","DOID:2349","0.29208187539523756","0"
"52","5","Reactome Pathways","","Nuclear Receptor transcription pathway","0.0012","RORA|PPARG|RORC|NR3C2|NR5A2","55687","17821|18040|17992|18079|17830","7.09E-6","","HSA-383280","0.29208187539523756","0"
"36","5","STRING Clusters","","Chemokine receptors bind chemokines","0.0012","CCR7|CCR2|CCR6|CCL5|CCL4","55687","17944|18124|18136|17989|18100","1.35E-6","","CL:15743","0.29208187539523756","0"
"422","10","GO Biological Process","","Response to xenobiotic stimulus","0.0013","AMH|RORA|PPARG|ACE|RORC|AIM2|CYP2J2|CARD9|GATA3|TNF","55687","17869|17821|18040|17896|17992|17962|17986|18139|17899|18010","3.55E-5","","GO:0009410","0.2886056647693163","0"
"73","5","GO Biological Process","","Regulation of toll-like receptor signaling pathway","0.0013","F2RL1|TLR9|IRF4|SARM1|TLR5","55687","17965|18148|18103|18058|17845","3.31E-5","","GO:0034121","0.2886056647693163","0"
"5544","47","GO Cellular Component","","Plasma membrane","0.0013","MIF|CCR7|KLB|WNT5A|ADAM28|NRG1|ACE|NCR1|CCR2|CCR5|MERTK|F2RL1|FABP5|NOS3|PCSK9|ADORA2B|CD248|SLC19A1|ANGPT2|SLC2A4|CD28|CD86|CCR6|CX3CR1|DPP4|TLR9|CD3E|SGK1|CARD9|ADA|ABCA1|PRKCZ|STEAP4|LILRB4|NRG4|TRPM2|CD8A|ACE2|TNF|TRPV4|TRIB3|MME|DOCK2|LDLR|GIPR|TLR5|SOCS7","55687","17803|17944|17890|17812|18016|17938|17896|17929|18124|18133|18070|17965|18025|18013|18007|17791|18115|17827|17908|17941|18067|18019|18136|18145|17866|18148|18151|17917|18139|17926|17923|17983|17797|18001|18118|17773|17806|17887|18010|17875|18097|18109|17950|17878|17818|17845|17848","4.48E-6","","GO:0005886","0.2886056647693163","0"
"37","4","WikiPathways","","Nuclear receptors","0.0013","RORA|PPARG|RORC|NR5A2","55687","17821|18040|17992|17830","4.05E-5","","WP170","0.2886056647693163","0"
"72","6","STRING Clusters","","Chemokine receptors bind chemokines, and Chemokine beta/gamma/delta","0.0013","CCR7|CCR2|CCR6|CX3CR1|CCL5|CCL4","55687","17944|18124|18136|18145|17989|18100","1.79E-6","","CL:15732","0.2886056647693163","0"
"115","7","STRING Clusters","","Toll-like Receptor Cascades, and NF-kappa B signaling pathway","0.0013","NLRC5|TLR9|CARD9|LY86|TNF|SARM1|TLR5","55687","18085|18148|18139|17905|18010|18058|17845","1.74E-6","","CL:16583","0.2886056647693163","0"
"75","5","GO Biological Process","","Negative regulation of cytokine-mediated signaling pathway","0.0014","USP18|NLRC5|PPARG|F2RL1|CCL5","55687","17971|18085|18040|17965|17989","3.74E-5","","GO:0001960","0.2853871964321762","0"
"36","4","GO Biological Process","","Long-term memory","0.0014","SLC2A4|SGK1|PRKCZ|LDLR","55687","17941|17917|17983|17878","3.67E-5","","GO:0007616","0.2853871964321762","0"
"187","7","GO Biological Process","","Regulation of T cell proliferation","0.0014","RIPK3|CCR2|CD28|CD86|CD3E|LILRB4|CCL5","55687","18121|18124|18067|18019|18151|18001|17989","3.63E-5","","GO:0042129","0.2853871964321762","0"
"519","11","GO Biological Process","","Negative regulation of intracellular signal transduction","0.0014","MIF|RORA|SFRP5|PDE3B|PPARG|F2RL1|NLRP3|TLR9|XDH|LILRB4|ACE2","55687","17803|17821|17968|18049|18040|17965|17857|18148|17800|18001|17887","3.84E-5","","GO:1902532","0.2853871964321762","0"
"76","5","GO Biological Process","","Regulation of immunoglobulin production","0.0015","TBX21|CD28|CD86|TLR9|TNF","55687","17893|18067|18019|18148|18010","3.97E-5","","GO:0002637","0.28239087409443187","0"
"1572","20","GO Biological Process","","Cellular response to stress","0.0015","MIF|RIPK3|MPO|RORA|WNT5A|PPARGC1A|PPARG|NOS3|PCSK9|PPARGC1B|SLC2A4|NLRP3|SGK1|CARD9|CCM2|TRPM2|TNF|HMGA1|TRPV4|TRIB3","55687","17803|18121|17785|17821|17812|17956|18040|18013|18007|17776|17941|17857|17917|18139|18088|17773|18010|17914|17875|18097","4.05E-5","","GO:0033554","0.28239087409443187","0"
"37","4","GO Biological Process","","Negative regulation of toll-like receptor signaling pathway","0.0015","F2RL1|TLR9|IRF4|SARM1","55687","17965|18148|18103|18058","4.05E-5","","GO:0034122","0.28239087409443187","0"
"129","6","GO Biological Process","","Positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","0.0016","PPARG|NLRP3|CARD9|XDH|SENP1|TNF","55687","18040|17857|18139|17800|18091|18010","4.22E-5","","GO:0043280","0.2795880017344075","0"
"432","10","GO Biological Process","","Negative regulation of transport","0.0016","OSM|NRG1|ACE|CCR2|FABP5|NOS3|PCSK9|TLR9|ADA|TNF","55687","17935|17938|17896|18124|18025|18013|18007|18148|17926|18010","4.31E-5","","GO:0051051","0.2795880017344075","0"
"38","4","GO Biological Process","","Negative regulation of lymphocyte apoptotic process","0.0016","MIF|RORC|ADA|CCL5","55687","17803|17992|17926|17989","4.46E-5","","GO:0070229","0.2795880017344075","0"
"38","4","GO Biological Process","","Dendritic cell differentiation","0.0016","CCR7|F2RL1|IRF4|TRPM2","55687","17944|17965|18103|17773","4.46E-5","","GO:0097028","0.2795880017344075","0"
"13","3","WikiPathways","","Transcriptional cascade regulating adipogenesis","0.0016","PPARG|GATA2|GATA3","55687","18040|17842|17899","5.38E-5","","WP4211","0.2795880017344075","0"
"437","10","GO Biological Process","","Response to peptide","0.0017","PDE3B|PPARG|PCSK9|SLC2A4|STAT4|CARD9|PRKCZ|TNF|TRPV4|TRIB3","55687","18049|18040|18007|17941|17953|18139|17983|18010|17875|18097","4.74E-5","","GO:1901652","0.2769551078621726","0"
"499","12","GO Molecular Function","","Receptor ligand activity","0.0017","MIF|OSM|AMH|HGF|WNT5A|NRG1|DPP4|NRG4|ADM2|TNF|CCL5|CCL4","55687","17803|17935|17869|18130|17812|17938|17866|18118|17881|18010|17989|18100","4.81E-6","","GO:0048018","0.2769551078621726","0"
"39","4","GO Biological Process","","Lipopolysaccharide-mediated signaling pathway","0.0018","NOS3|LY86|TNF|CCL5","55687","18013|17905|18010|17989","4.9E-5","","GO:0031663","0.2744727494896694","0"
"270","8","GO Biological Process","","Rhythmic process","0.0018","AMH|RORA|PPARGC1A|PPARG|NOS3|RORC|TRPM2|TNF","55687","17869|17821|17956|18040|18013|17992|17773|18010","4.97E-5","","GO:0048511","0.2744727494896694","0"
"39","4","GO Biological Process","","Signaling receptor ligand precursor processing","0.0018","ACE|DPP4|ACE2|MME","55687","17896|17866|17887|18109","4.9E-5","","GO:0140448","0.2744727494896694","0"
"7","3","DISEASES","","Sarcoidosis","0.0018","ACE|CD8A|TNF","55687","17896|17806|18010","1.18E-5","","DOID:11335","0.2744727494896694","0"
"40","5","SMART Domains","","c4 zinc finger in nuclear hormone receptors","0.0018","RORA|PPARG|RORC|NR3C2|NR5A2","55687","17821|18040|17992|18079|17830","2.16E-6","","SM00399","0.2744727494896694","0"
"42","5","SMART Domains","","Ligand binding domain of hormone receptors","0.0018","RORA|PPARG|RORC|NR3C2|NR5A2","55687","17821|18040|17992|18079|17830","2.7E-6","","SM00430","0.2744727494896694","0"
"84","5","WikiPathways","","Selenium micronutrient network","0.0018","MPO|ABCA1|XDH|TNF|LDLR","55687","17785|17923|17800|18010|17878","6.25E-5","","WP15","0.2744727494896694","0"
"14","3","WikiPathways","","Female steroid hormones in cardiomyocyte energy metabolism","0.0018","NOS3|PPARGC1B|SLC2A4","55687","18013|17776|17941","6.51E-5","","WP5318","0.2744727494896694","0"
"13","3","GO Biological Process","","Positive regulation of inflammatory response to antigenic stimulus","0.0019","CCR7|CD28|TNF","55687","17944|18067|18010","5.38E-5","","GO:0002863","0.27212463990471714","0"
"1810","25","Monarch Phenotype","","Blood protein measurement","0.002","HGF|MPO|RORA|NRG1|ACE|NCR1|F2RL1|SLC19A1|RORC|CCR6|CX3CR1|ADA|ABCA1|SHBG|IRF4|CD8A|TNF|TRIB3|DOCK2|SARM1|CCL5|CCL4|ABO|ACACA|DAPK2","55687","18130|17785|17821|17938|17896|17929|17965|17827|17992|18136|18145|17926|17923|17788|18103|17806|18010|18097|17950|18058|17989|18100|18061|17920|17836","7.62E-7","","EFO:0007937","0.2698970004336019","0"
"60","6","Monarch Phenotype","","HMG CoA reductase inhibitor use measurement","0.002","PPARG|NOS3|PCSK9|ABCA1|LDLR|ABO","55687","18040|18013|18007|17923|17878|18061","6.62E-7","","EFO:0009932","0.2698970004336019","0"
"2029","23","GO Biological Process","","System process","0.0021","SFRP5|PPARG|ACE|S100B|CCR2|F2RL1|FABP5|NOS3|ADORA2B|SLC19A1|SLC2A4|CX3CR1|TLR9|SGK1|ADA|PRKCZ|GATA3|ADM2|ACE2|TNF|TRPV4|MME|LDLR","55687","17968|18040|17896|17977|18124|17965|18025|18013|17791|17827|17941|18145|18148|17917|17926|17983|17899|17881|17887|18010|17875|18109|17878","5.73E-5","","GO:0003008","0.26777807052660807","0"
"143","7","GO Molecular Function","","G protein-coupled peptide receptor activity","0.0021","CCR7|CCR2|CCR5|F2RL1|CCR6|CX3CR1|GIPR","55687","17944|18124|18133|17965|18136|18145|17818","6.86E-6","","GO:0008528","0.26777807052660807","0"
"28","4","Reactome Pathways","","SUMOylation of intracellular receptors","0.0021","RORA|PPARG|NR3C2|NR5A2","55687","17821|18040|18079|17830","1.49E-5","","HSA-4090294","0.26777807052660807","0"
"106","6","Reactome Pathways","","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","0.0021","HGF|KLB|NRG1|CD28|CD86|NRG4","55687","18130|17890|17938|18067|18019|18118","1.47E-5","","HSA-6811558","0.26777807052660807","0"
"88","5","WikiPathways","","T-cell activation SARS-CoV-2","0.0021","CD28|CD86|STAT4|CD3E|TNF","55687","18067|18019|17953|18151|18010","7.71E-5","","WP5098","0.26777807052660807","0"
"278","8","GO Biological Process","","Response to hypoxia","0.0022","RORA|PPARG|ACE|ANGPT2|SLC2A4|DPP4|ADA|TNF","55687","17821|18040|17896|17908|17941|17866|17926|18010","6.07E-5","","GO:0001666","0.2657577319177794","0"
"203","7","GO Biological Process","","Activation of protein kinase activity","0.0022","RIPK3|WNT5A|NRG1|CD86|PRKCZ|AGAP2|CCL5","55687","18121|17812|17938|18019|17983|18082|17989","6.0E-5","","GO:0032147","0.2657577319177794","0"
"53","5","GO Molecular Function","","Nuclear receptor activity","0.0022","RORA|PPARG|RORC|NR3C2|NR5A2","55687","17821|18040|17992|18079|17830","7.74E-6","","GO:0004879","0.2657577319177794","0"
"282","8","GO Biological Process","","Sex differentiation","0.0023","AMH|WNT5A|ACE|MERTK|NOS3|TLR9|GATA3|TLR5","55687","17869|17812|17896|18070|18013|18148|17899|17845","6.69E-5","","GO:0007548","0.2638272163982407","0"
"1107","16","GO Biological Process","","Response to abiotic stimulus","0.0023","MPO|RORA|PPARG|ACE|NOS3|ANGPT2|SLC2A4|NLRP3|DPP4|ADA|GATA3|TRPM2|TNF|TRPV4|MME|TLR5","55687","17785|17821|18040|17896|18013|17908|17941|17857|17866|17926|17899|17773|18010|17875|18109|17845","6.33E-5","","GO:0009628","0.2638272163982407","0"
"42","4","GO Biological Process","","T cell costimulation","0.0023","CD28|CD86|DPP4|CD3E","55687","18067|18019|17866|18151","6.41E-5","","GO:0031295","0.2638272163982407","0"
"14","3","GO Biological Process","","Positive regulation of interleukin-13 production","0.0023","PRKCZ|GATA3|IRF4","55687","17983|17899|18103","6.51E-5","","GO:0032736","0.2638272163982407","0"
"205","7","GO Biological Process","","Response to insulin","0.0023","PDE3B|PPARG|PCSK9|SLC2A4|PRKCZ|TRPV4|TRIB3","55687","18049|18040|18007|17941|17983|17875|18097","6.37E-5","","GO:0032868","0.2638272163982407","0"
"205","7","GO Biological Process","","Regulation of cysteine-type endopeptidase activity involved in apoptotic process","0.0023","HGF|PPARG|NLRP3|CARD9|XDH|SENP1|TNF","55687","18130|18040|17857|18139|17800|18091|18010","6.37E-5","","GO:0043281","0.2638272163982407","0"
"14","3","GO Biological Process","","Alpha-beta T cell proliferation","0.0023","CD28|CD3E|DOCK2","55687","18067|18151|17950","6.51E-5","","GO:0046633","0.2638272163982407","0"
"14","3","GO Biological Process","","Positive regulation of phagocytosis, engulfment","0.0023","PPARG|F2RL1|GATA2","55687","18040|17965|17842","6.51E-5","","GO:0060100","0.2638272163982407","0"
"551","11","GO Biological Process","","Regulation of vesicle-mediated transport","0.0023","WNT5A|PPARG|NRG1|CCR2|MERTK|F2RL1|PCSK9|ADORA2B|GATA2|TNF|DOCK2","55687","17812|18040|17938|18124|18070|17965|18007|17791|17842|18010|17950","6.52E-5","","GO:0060627","0.2638272163982407","0"
"140","6","GO Biological Process","","Blood vessel diameter maintenance","0.0023","ACE|F2RL1|NOS3|ADORA2B|ACE2|TNF","55687","17896|17965|18013|17791|17887|18010","6.54E-5","","GO:0097746","0.2638272163982407","0"
"365","9","GO Biological Process","","Regulation of apoptotic signaling pathway","0.0023","MIF|RIPK3|HGF|NRG1|NOS3|CX3CR1|TNF|AGAP2|DAPK2","55687","17803|18121|18130|17938|18013|18145|18010|18082|17836","6.64E-5","","GO:2001233","0.2638272163982407","0"
"4592","43","Monarch Phenotype","","Hematological measurement","0.0023","TBX21|OSM|RIPK3|MPO|CYP27B1|CCR7|RORA|NLRC5|PPARGC1A|PDE3B|PPARG|NRG1|S100B|CCR2|CCR5|NOS3|CD28|CD86|NLRP3|CCR6|GATA2|NR3C2|CX3CR1|STAT4|DPP4|NR5A2|AIM2|CARD9|ABCA1|GATA3|SHBG|IRF4|CCM2|NRG4|FITM2|SENP1|HMGA1|GIPR|DUSP14|ABO|ACACA|DAPK2|TLR5","55687","17893|17935|18121|17785|17872|17944|17821|18085|17956|18049|18040|17938|17977|18124|18133|18013|18067|18019|17857|18136|17842|18079|18145|17953|17866|17830|17962|18139|17923|17899|17788|18103|18088|18118|18076|18091|17914|17818|17995|18061|17920|17836|17845","1.12E-6","","EFO:0004503","0.2638272163982407","0"
"2849","32","Monarch Phenotype","","Complete blood cell count","0.0023","TBX21|MPO|CYP27B1|CCR7|RORA|NLRC5|PPARGC1A|PPARG|NRG1|S100B|CCR2|CCR5|CD28|CD86|NLRP3|CCR6|GATA2|NR3C2|CX3CR1|STAT4|DPP4|NR5A2|AIM2|GATA3|IRF4|CCM2|NRG4|HMGA1|DUSP14|ABO|ACACA|TLR5","55687","17893|17785|17872|17944|17821|18085|17956|18040|17938|17977|18124|18133|18067|18019|17857|18136|17842|18079|18145|17953|17866|17830|17962|17899|18103|18088|18118|17914|17995|18061|17920|17845","1.31E-6","","EFO:0004586","0.2638272163982407","0"
"880","14","GO Biological Process","","Tube development","0.0024","RORA|WNT5A|PDE3B|ACE|NOS3|ANGPT2|GATA2|ADA|GATA3|CCM2|ADM2|TNF|MME|LDLR","55687","17821|17812|18049|17896|18013|17908|17842|17926|17899|18088|17881|18010|18109|17878","7.1E-5","","GO:0035295","0.2619788758288394","0"
"142","6","GO Biological Process","","Regulation of smooth muscle cell proliferation","0.0024","PPARGC1A|PPARG|NOS3|ACE2|TNF|CCL5","55687","17956|18040|18013|17887|18010|17989","7.05E-5","","GO:0048660","0.2619788758288394","0"
"16","3","WikiPathways","","SREBF and miR33 in cholesterol and lipid homeostasis","0.0024","PPARGC1A|ABCA1|LDLR","55687","17956|17923|17878","9.22E-5","","WP2011","0.2619788758288394","0"
"1504","19","GO Biological Process","","Reproductive process","0.0025","AMH|CYP27B1|WNT5A|ADAM28|PPARG|ACE|MERTK|NOS3|SLC19A1|ANGPT2|CCR6|GATA2|TLR9|ADA|GATA3|TRPM2|ACE2|MME|TLR5","55687","17869|17872|17812|18016|18040|17896|18070|18013|17827|17908|18136|17842|18148|17926|17899|17773|17887|18109|17845","7.21E-5","","GO:0022414","0.26020599913279624","0"
"461","10","GO Biological Process","","Response to nutrient levels","0.0025","MPO|CYP27B1|PPARGC1A|PPARG|ACE|PCSK9|TNF|TRPV4|LDLR|GIPR","55687","17785|17872|17956|18040|17896|18007|18010|17875|17878|17818","7.33E-5","","GO:0031667","0.26020599913279624","0"
"7004","53","TISSUES","","Gland","0.0025","TBX21|MIF|AMH|HGF|MPO|CYP27B1|NAPSA|KLB|RORA|WNT5A|DNAJC27|PPARGC1A|ADAM28|SFRP5|PDE3B|NRG1|ACE|CCR2|F2RL1|FABP5|NOS3|SLC19A1|RORC|CD86|CCR6|NR3C2|STAT4|DPP4|TLR9|CD3E|NR5A2|CYP2J2|ADA|ABCA1|PRKCZ|XDH|STEAP4|SHBG|IRF4|CCM2|ADM2|CD8A|ACE2|SENP1|TNF|HMGA1|TRPV4|TRIB3|MME|LDLR|GIPR|ACACA|TLR5","55687","17893|17803|17869|18130|17785|17872|18022|17890|17821|17812|17998|17956|18016|17968|18049|17938|17896|18124|17965|18025|18013|17827|17992|18019|18136|18079|17953|17866|18148|18151|17830|17986|17926|17923|17983|17800|17797|17788|18103|18088|17881|17806|17887|18091|18010|17914|17875|18097|18109|17878|17818|17920|17845","2.12E-5","","BTO:0000522","0.26020599913279624","0"
"5","3","STRING Clusters","","Thymocyte migration, and CCR1 chemokine receptor binding","0.0025","CCR2|CCR6|CCL4","55687","18124|18136|18100","5.53E-6","","CL:15802","0.26020599913279624","0"
"288","8","GO Biological Process","","Negative regulation of cell migration","0.0026","MIF|PPARG|NRG1|ANGPT2|CX3CR1|DPP4|ADA|TNF","55687","17803|18040|17938|17908|18145|17866|17926|18010","7.72E-5","","GO:0030336","0.2585026652029182","0"
"144","6","GO Biological Process","","Positive regulation of innate immune response","0.0026","NLRC5|WNT5A|TLR9|AIM2|CARD9|CCL5","55687","18085|17812|18148|17962|18139|17989","7.6E-5","","GO:0045089","0.2585026652029182","0"
"15","3","GO Biological Process","","Regulation of thymocyte apoptotic process","0.0026","WNT5A|RORC|ADA","55687","17812|17992|17926","7.79E-5","","GO:0070243","0.2585026652029182","0"
"44","4","GO Biological Process","","Regulation of macrophage migration","0.0026","MIF|CX3CR1|TRPV4|CCL5","55687","17803|18145|17875|17989","7.59E-5","","GO:1905521","0.2585026652029182","0"
"145","6","GO Biological Process","","Male gonad development","0.0027","AMH|WNT5A|ACE|TLR9|GATA3|TLR5","55687","17869|17812|17896|18148|17899|17845","7.88E-5","","GO:0008584","0.25686362358410125","0"
"89","5","GO Biological Process","","Cholesterol homeostasis","0.0027","RORA|PCSK9|NR5A2|ABCA1|LDLR","55687","17821|18007|17830|17923|17878","8.11E-5","","GO:0042632","0.25686362358410125","0"
"146","6","GO Biological Process","","Leukocyte proliferation","0.0027","ACE|F2RL1|CD28|CD3E|ADA|DOCK2","55687","17896|17965|18067|18151|17926|17950","8.17E-5","","GO:0070661","0.25686362358410125","0"
"564","11","GO Biological Process","","Regulation of secretion by cell","0.0027","MIF|OSM|PPARG|CCR2|F2RL1|ADORA2B|GATA2|TRPM2|TNF|GIPR|CCL5","55687","17803|17935|18040|18124|17965|17791|17842|17773|18010|17818|17989","7.99E-5","","GO:1903530","0.25686362358410125","0"
"774","14","DISEASES","","Connective tissue disease","0.0027","MIF|CYP27B1|PPARG|NOS3|CD28|CCR6|STAT4|CARD9|GATA3|XDH|CD8A|TNF|TRPV4|TLR5","55687","17803|17872|18040|18013|18067|18136|17953|18139|17899|17800|17806|18010|17875|17845","1.79E-5","","DOID:65","0.25686362358410125","0"
"17","3","WikiPathways","","Metabolic pathway of LDL, HDL and TG, including diseases","0.0027","PCSK9|ABCA1|LDLR","55687","18007|17923|17878","1.1E-4","","WP4522","0.25686362358410125","0"
"154","6","WikiPathways","","Sudden infant death syndrome (SIDS) susceptibility pathways","0.0027","RORA|PPARGC1A|PPARGC1B|GATA2|GATA3|TNF","55687","17821|17956|17776|17842|17899|18010","1.1E-4","","WP706","0.25686362358410125","0"
"90","5","GO Biological Process","","Regulation of blood vessel endothelial cell migration","0.0028","PPARG|NOS3|ANGPT2|GATA2|TNF","55687","18040|18013|17908|17842|18010","8.53E-5","","GO:0043535","0.2552841968657781","0"
