"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"21","5","DISEASES","","Coronavirus infectious disease","7.36E-5","ACE|DPP4|CD8A|ACE2|TNF","40149","17896|17866|17806|17887|18010","2.08E-7","","DOID:0080599","0.41331221856625017","0"
"147","8","GO Biological Process","","Positive regulation of lymphocyte proliferation","7.37E-5","MIF|CCR2|CD28|CD86|TLR9|CD3E|ADA|CCL5","40149","17803|18124|18067|18019|18148|18151|17926|17989","1.49E-6","","GO:0050671","0.41325325121409484","0"
"268","11","DISEASES","","Carbohydrate metabolic disorder","7.42E-5","GCK|PPARGC1A|PPARG|ACE|CCR5|DPP4|SHBG|POMC|TNF|ANGPTL8|ENPP1","40149","18112|17956|18040|17896|18133|17866|17788|17851|18010|17902|18004","2.26E-7","","DOID:2978","0.41295960947209726","0"
"201","9","GO Biological Process","","Positive regulation of cytosolic calcium ion concentration","7.48E-5","CCR7|CCR2|CCR5|F2RL1|GATA2|CX3CR1|AGTR1|TRPV4|GIPR","40149","17944|18124|18133|17965|17842|18145|17911|17875|17818","1.52E-6","","GO:0007204","0.4126098402135539","0"
"262","10","GO Biological Process","","Vascular process in circulatory system","7.63E-5","CEACAM1|ACE|F2RL1|NOS3|ADORA2B|SLC19A1|ACE2|TNF|AGTR1|TRPV4","40149","18037|17896|17965|18013|17791|17827|17887|18010|17911|17875","1.56E-6","","GO:0003018","0.4117475462045119","0"
"13","4","GO Biological Process","","Regulation of T-helper 2 cell cytokine production","7.63E-5","TBX21|NLRP3|ARG1|PRKCZ","40149","17893|17857|18034|17983","1.56E-6","","GO:2000551","0.4117475462045119","0"
"63","6","GO Biological Process","","T cell differentiation in thymus","7.66E-5","RIPK3|CCR7|CD28|CD3E|ADA|DOCK2","40149","18121|17944|18067|18151|17926|17950","1.57E-6","","GO:0033077","0.4115771230367396","0"
"330","11","GO Biological Process","","Regulation of small molecule metabolic process","7.93E-5","CEACAM1|GCK|RORA|PPARGC1A|PPARG|NOS3|ADORA2B|RORC|TNF|TRIB3|LDLR","40149","18037|18112|17821|17956|18040|18013|17791|17992|18010|18097|17878","1.63E-6","","GO:0062012","0.4100726812682396","0"
"150","8","GO Biological Process","","Myeloid leukocyte activation","8.29E-5","F2RL1|ADORA2B|CX3CR1|TLR9|IRF4|TNF|DOCK2|CCL5","40149","17965|17791|18145|18148|18103|18010|17950|17989","1.72E-6","","GO:0002274","0.40814454694497265","0"
"64","6","GO Biological Process","","CD4-positive, alpha-beta T cell activation","8.29E-5","TBX21|RORA|CD28|RORC|CD3E|IRF4","40149","17893|17821|18067|17992|18151|18103","1.71E-6","","GO:0035710","0.40814454694497265","0"
"64","6","GO Biological Process","","Regulation of lymphocyte apoptotic process","8.29E-5","MIF|RIPK3|WNT5A|RORC|ADA|CCL5","40149","17803|18121|17812|17992|17926|17989","1.71E-6","","GO:0070228","0.40814454694497265","0"
"3535","41","COMPARTMENTS","","Plasma membrane","8.48E-5","CEACAM1|AQP9|CCR7|GGT1|ADAM28|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|SLC19A1|MET|CD28|CD86|CX3CR1|DPP4|TLR9|CD3E|SGK1|ADA|ABCA1|PRKCZ|STEAP4|LILRB4|TRPM2|CD8A|ACE2|TNF|AGTR1|TRPV4|MME|DOCK2|GPR84|LDLR|GIPR|TLR5|ENPP1|SOCS7","40149","18037|18055|17944|18106|18016|17938|17896|18124|18133|18070|17965|18013|17791|17827|17860|18067|18019|18145|17866|18148|18151|17917|17926|17923|17983|17797|18001|17773|17806|17887|18010|17911|17875|18109|17950|18046|17878|17818|17845|18004|17848","1.84E-7","","GOCC:0005886","0.40716041477432857","0"
"95","7","UniProt Keywords","","Alternative promoter usage","8.68E-5","GGT1|RORA|PPARGC1A|RORC|SGK1|PRKCZ|ACACA","40149","18106|17821|17956|17992|17917|17983|17920","1.03E-6","","KW-0877","0.40614802748235085","0"
"3860","43","COMPARTMENTS","","Cell periphery","9.27E-5","CEACAM1|AQP9|CCR7|GGT1|WNT5A|ADAM28|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|CD248|SLC19A1|MET|CD28|CD86|CX3CR1|DPP4|TLR9|CD3E|SGK1|ADA|ABCA1|PRKCZ|STEAP4|LILRB4|TRPM2|CD8A|ACE2|TNF|AGTR1|TRPV4|MME|DOCK2|GPR84|LDLR|GIPR|TLR5|ENPP1|SOCS7","40149","18037|18055|17944|18106|17812|18016|17938|17896|18124|18133|18070|17965|18013|17791|18115|17827|17860|18067|18019|18145|17866|18148|18151|17917|17926|17923|17983|17797|18001|17773|17806|17887|18010|17911|17875|18109|17950|18046|17878|17818|17845|18004|17848","2.42E-7","","GOCC:0071944","0.4032920265855503","0"
"1143","20","GO Biological Process","","Negative regulation of molecular function","9.38E-5","CEACAM1|HGF|IL1RN|NLRC5|SFRP5|PPARG|ACE|CCR2|NOS3|MET|NLRP3|TLR9|PRKCZ|LILRB4|ACE2|TNF|TRIB3|NR4A1|CCL5|SOCS1","40149","18037|18130|17794|18085|17968|18040|17896|18124|18013|17860|17857|18148|17983|18001|17887|18010|18097|17884|17989|17932","1.96E-6","","GO:0044092","0.40277971616209357","0"
"272","10","GO Biological Process","","Cellular response to chemical stress","1.0E-4","RIPK3|MPO|PPARGC1A|PPARG|NOS3|PPARGC1B|NLRP3|ARG1|TRPM2|TRPV4","40149","18121|17785|17956|18040|18013|17776|17857|18034|17773|17875","2.15E-6","","GO:0062197","0.4","0"
"67","6","GO Biological Process","","Negative regulation of signaling receptor activity","1.0E-4","IL1RN|PPARG|LILRB4|ACE2|TNF|CCL5","40149","17794|18040|18001|17887|18010|17989","2.2E-6","","GO:2000272","0.4","0"
"68","6","GO Biological Process","","Negative regulation of leukocyte mediated immunity","1.1E-4","CEACAM1|TBX21|CCR2|ARG1|CX3CR1|LILRB4","40149","18037|17893|18124|18034|18145|18001","2.38E-6","","GO:0002704","0.3958607314841775","0"
"36","5","GO Biological Process","","Positive regulation of interleukin-2 production","1.1E-4","CCR2|CD28|CD86|CD3E|IRF4","40149","18124|18067|18019|18151|18103","2.23E-6","","GO:0032743","0.3958607314841775","0"
"416","12","GO Biological Process","","Positive regulation of protein kinase activity","1.1E-4","MIF|RIPK3|CCR7|WNT5A|NRG1|ACE|CD86|TLR9|PRKCZ|TNF|AGAP2|CCL5","40149","17803|18121|17944|17812|17938|17896|18019|18148|17983|18010|18082|17989","2.31E-6","","GO:0045860","0.3958607314841775","0"
"493","14","DISEASES","","Cardiovascular system disease","1.1E-4","MPO|NAPSA|ACE|S100B|NOS3|NR3C2|ADA|ABCA1|ACE2|TNF|AGTR1|ABO|TINCR|ENPP1","40149","17785|18022|17896|17977|18013|18079|17926|17923|17887|18010|17911|18061|17974|18004","3.72E-7","","DOID:1287","0.3958607314841775","0"
"40","6","SMART Domains","","c4 zinc finger in nuclear hormone receptors","1.1E-4","RORA|PPARG|RORC|NR3C2|NR5A2|NR4A1","40149","17821|18040|17992|18079|17830|17884","1.35E-7","","SM00399","0.3958607314841775","0"
"42","6","SMART Domains","","Ligand binding domain of hormone receptors","1.1E-4","RORA|PPARG|RORC|NR3C2|NR5A2|NR4A1","40149","17821|18040|17992|18079|17830|17884","1.76E-7","","SM00430","0.3958607314841775","0"
"2622","32","GO Biological Process","","Regulation of protein metabolic process","1.2E-4","CEACAM1|MIF|OSM|RIPK3|HGF|CCR7|WNT5A|PPARGC1A|PPARG|NRG1|ACE|CD28|CD86|NLRP3|GATA2|CX3CR1|TLR9|CD3E|CARD9|PRKCZ|LILRB4|SENP1|TNF|AGTR1|TRIB3|NR4A1|AGAP2|LDLR|CCL5|ANGPTL8|SOCS1|ENPP1","40149","18037|17803|17935|18121|18130|17944|17812|17956|18040|17938|17896|18067|18019|17857|17842|18145|18148|18151|18139|17983|18001|18091|18010|17911|18097|17884|18082|17878|17989|17902|17932|18004","2.63E-6","","GO:0051246","0.39208187539523753","0"
"1489","25","GO Molecular Function","","Signaling receptor activity","1.2E-4","CCR7|RORA|PPARG|CCR2|CCR5|MERTK|F2RL1|ADORA2B|MET|CD28|RORC|CD86|NR3C2|CX3CR1|TLR9|CD3E|NR5A2|ABCA1|CD8A|AGTR1|TRPV4|NR4A1|GPR84|GIPR|TLR5","40149","17944|17821|18040|18124|18133|18070|17965|17791|17860|18067|17992|18019|18079|18145|18148|18151|17830|17923|17806|17911|17875|17884|18046|17818|17845","1.66E-7","","GO:0038023","0.39208187539523753","0"
"329","11","UniProt Keywords","","Innate immunity","1.2E-4","MIF|NLRC5|F2RL1|NLRP3|ARG1|TLR9|CARD9|LCN2|LY86|SARM1|TLR5","40149","17803|18085|17965|17857|18034|18148|18139|17779|17905|18058|17845","1.59E-6","","KW-0399","0.39208187539523753","0"
"2760","33","GO Biological Process","","Negative regulation of macromolecule metabolic process","1.3E-4","CEACAM1|TBX21|MIF|HGF|CCR7|WNT5A|PPARG|NRG1|ACE|MERTK|F2RL1|PPARGC1B|CD28|RORC|NLRP3|GATA2|ARG1|CX3CR1|TLR9|CD3E|PRKCZ|LILRB4|POMC|NPPC|TNF|HMGA1|TRPV4|TRIB3|NR4A1|AGAP2|LDLR|SOCS1|ENPP1","40149","18037|17893|17803|18130|17944|17812|18040|17938|17896|18070|17965|17776|18067|17992|17857|17842|18034|18145|18148|18151|17983|18001|17851|18031|18010|17914|17875|18097|17884|18082|17878|17932|18004","2.69E-6","","GO:0010605","0.3886056647693163","0"
"161","8","GO Biological Process","","Lipid homeostasis","1.3E-4","RORA|PPARG|NR5A2|ABCA1|FITM2|LDLR|ANGPTL8|ACACA","40149","17821|18040|17830|17923|18076|17878|17902|17920","2.85E-6","","GO:0055088","0.3886056647693163","0"
"3","3","GO Biological Process","","Positive regulation of neutrophil mediated killing of symbiont cell","1.3E-4","F2RL1|ARG1|POMC","40149","17965|18034|17851","2.7E-6","","GO:0070961","0.3886056647693163","0"
"270","11","GO Molecular Function","","Cytokine receptor binding","1.3E-4","MIF|OSM|AMH|IL1RN|CCR2|CX3CR1|TLR9|TNF|CCL5|CCL4|TLR5","40149","17803|17935|17869|17794|18124|18145|18148|18010|17989|18100|17845","2.43E-7","","GO:0005126","0.3886056647693163","0"
"3277","37","UniProt Keywords","","Cell membrane","1.3E-4","CEACAM1|RIPK3|AQP9|CCR7|GGT1|ADAM28|NRG1|ACE|CCR2|CCR5|F2RL1|NOS3|ADORA2B|SLC19A1|CD86|CX3CR1|DPP4|CD3E|SGK1|ADA|ABCA1|STEAP4|LILRB4|NRG4|TRPM2|CD8A|ACE2|TNF|AGTR1|TRPV4|MME|GPR84|LDLR|GIPR|TLR5|ENPP1|SOCS7","40149","18037|18121|18055|17944|18106|18016|17938|17896|18124|18133|17965|18013|17791|17827|18019|18145|17866|18151|17917|17926|17923|17797|18001|18118|17773|17806|17887|18010|17911|17875|18109|18046|17878|17818|17845|18004|17848","1.98E-6","","KW-1003","0.3886056647693163","0"
"113","7","GO Biological Process","","Positive regulation of protein kinase B signaling","1.4E-4","OSM|CCR7|NRG1|MET|CD28|CX3CR1|TNF","40149","17935|17944|17938|17860|18067|18145|18010","3.08E-6","","GO:0051897","0.38538719643217617","0"
"16","4","GO Biological Process","","Regulation of interferon-gamma-mediated signaling pathway","1.4E-4","NLRC5|PPARG|ARG1|SOCS1","40149","18085|18040|18034|17932","3.14E-6","","GO:0060334","0.38538719643217617","0"
"508","13","GO Biological Process","","Cellular response to organic cyclic compound","1.4E-4","AQP9|RORA|PPARG|ACE|PPARGC1B|RORC|ARG1|NR3C2|TLR9|SGK1|TRPM2|TNF|CCL5","40149","18055|17821|18040|17896|17776|17992|18034|18079|18148|17917|17773|18010|17989","3.08E-6","","GO:0071407","0.38538719643217617","0"
"282","10","GO Biological Process","","Positive regulation of secretion by cell","1.4E-4","MIF|GCK|PPARG|F2RL1|ADORA2B|GATA2|RBP4|CYP19A1|TRPM2|GIPR","40149","17803|18112|18040|17965|17791|17842|17980|18064|17773|17818","2.94E-6","","GO:1903532","0.38538719643217617","0"
"89","7","TISSUES","","Macrophage","1.4E-4","PPARG|CCR5|ARG1|CX3CR1|CD8A|TNF|TLR5","40149","18040|18133|18034|18145|17806|18010|17845","6.84E-7","","BTO:0000801","0.38538719643217617","0"
"52","6","Reactome Pathways","","Nuclear Receptor transcription pathway","1.4E-4","RORA|PPARG|RORC|NR3C2|NR5A2|NR4A1","40149","17821|18040|17992|18079|17830|17884","5.56E-7","","HSA-383280","0.38538719643217617","0"
"29","5","WikiPathways","","Selective expression of chemokine receptors during T-cell polarization","1.4E-4","CCR7|CCR2|CCR5|CD28|CCL4","40149","17944|18124|18133|18067|18100","8.52E-7","","WP4494","0.38538719643217617","0"
"28","5","WikiPathways","","RAS and bradykinin pathways in COVID-19","1.4E-4","ACE|NOS3|ACE2|TNF|AGTR1","40149","17896|18013|17887|18010|17911","7.3E-7","","WP4969","0.38538719643217617","0"
"164","8","GO Biological Process","","Regulation of tumor necrosis factor production","1.5E-4","MIF|WNT5A|CCR2|CX3CR1|TLR9|CARD9|LILRB4|POMC","40149","17803|17812|18124|18145|18148|18139|18001|17851","3.25E-6","","GO:0032680","0.38239087409443184","0"
"685","15","GO Biological Process","","Negative regulation of cell differentiation","1.5E-4","CEACAM1|TBX21|RORA|WNT5A|PPARG|GATA2|ABCA1|LILRB4|NPPC|TNF|TRPV4|TRIB3|LDLR|SOCS1|ENPP1","40149","18037|17893|17821|17812|18040|17842|17923|18001|18031|18010|17875|18097|17878|17932|18004","3.3E-6","","GO:0045596","0.38239087409443184","0"
"2881","35","TISSUES","","Digestive gland","1.5E-4","CEACAM1|MIF|AQP9|HGF|GCK|MPO|IL1RN|PPARGC1A|SFRP5|PDE3B|ACE|F2RL1|NOS3|MET|ARG1|DPP4|NR5A2|RBP4|LCN2|ABCA1|PRKCZ|STEAP4|SHBG|SIRT3|ACE2|TNF|AGTR1|HMGA1|TRIB3|MME|CYP2E1|LDLR|GIPR|ACACA|ENPP1","40149","18037|17803|18055|18130|18112|17785|17794|17956|17968|18049|17896|17965|18013|17860|18034|17866|17830|17980|17779|17923|17983|17797|17788|17959|17887|18010|17911|17914|18097|18109|17782|17878|17818|17920|18004","7.93E-7","","BTO:0000345","0.38239087409443184","0"
"289","10","GO Biological Process","","Negative regulation of cell adhesion","1.6E-4","CEACAM1|TBX21|IL1RN|PDE3B|ANGPT2|CD86|ARG1|LILRB4|TRPV4|SOCS1","40149","18037|17893|17794|18049|17908|18019|18034|18001|17875|17932","3.63E-6","","GO:0007162","0.3795880017344075","0"
"880","17","GO Biological Process","","Tube development","1.6E-4","CEACAM1|RORA|WNT5A|PDE3B|ACE|NOS3|ANGPT2|MET|GATA2|ARG1|RBP4|ADA|ADM2|TNF|MME|NR4A1|LDLR","40149","18037|17821|17812|18049|17896|18013|17908|17860|17842|18034|17980|17926|17881|18010|18109|17884|17878","3.59E-6","","GO:0035295","0.3795880017344075","0"
"166","8","GO Biological Process","","Regulation of protein kinase B signaling","1.6E-4","OSM|CCR7|SFRP5|NRG1|MET|CD28|CX3CR1|TNF","40149","17935|17944|17968|17938|17860|18067|18145|18010","3.54E-6","","GO:0051896","0.3795880017344075","0"
"116","7","GO Biological Process","","Mononuclear cell migration","1.6E-4","TBX21|CCR7|CCR2|CCR5|TRPM2|CCL5|CCL4","40149","17893|17944|18124|18133|17773|17989|18100","3.63E-6","","GO:0071674","0.3795880017344075","0"
"167","8","GO Biological Process","","Regulation of lipid localization","1.6E-4","MIF|PPARG|ABCA1|CYP19A1|FITM2|POMC|TNF|AGTR1","40149","17803|18040|17923|18064|18076|17851|18010|17911","3.69E-6","","GO:1905952","0.3795880017344075","0"
"6568","57","GO Biological Process","","Cellular metabolic process","1.7E-4","TBX21|MIF|USP18|RIPK3|AMH|GCK|MPO|GGT1|RORA|WNT5A|PPARGC1A|PPARG|NRG1|ACE|MERTK|NOS3|SLC19A1|PPARGC1B|MET|CD28|RORC|GATA2|ARG1|DPP4|TLR9|CD3E|NR5A2|SGK1|RBP4|ADA|ABCA1|PRKCZ|STEAP4|SIRT3|ADM2|CYP19A1|FITM2|POMC|NPPC|DHRS9|ACE2|HMGA1|TRIB3|MME|CYP2E1|NR4A1|LDLR|GIPR|SARM1|DUSP14|ANGPTL8|ABO|ACACA|DAPK2|SOCS1|ENPP1|SOCS7","40149","17893|17803|17971|18121|17869|18112|17785|18106|17821|17812|17956|18040|17938|17896|18070|18013|17827|17776|17860|18067|17992|17842|18034|17866|18148|18151|17830|17917|17980|17926|17923|17983|17797|17959|17881|18064|18076|17851|18031|18142|17887|17914|18097|18109|17782|17884|17878|17818|18058|17995|17902|18061|17920|17836|17932|18004|17848","3.93E-6","","GO:0044237","0.37695510786217257","0"
"178","9","DISEASES","","Lung disease","1.7E-4","MPO|NAPSA|NRG1|ACE|MET|POMC|CD8A|ACE2|TNF","40149","17785|18022|17938|17896|17860|17851|17806|17887|18010","5.76E-7","","DOID:850","0.37695510786217257","0"
"169","8","GO Biological Process","","Regulation of endothelial cell migration","1.8E-4","CEACAM1|WNT5A|PPARG|NOS3|ANGPT2|MET|GATA2|TNF","40149","18037|17812|18040|18013|17908|17860|17842|18010","4.01E-6","","GO:0010594","0.3744727494896694","0"
"118","7","GO Biological Process","","Fat cell differentiation","1.8E-4","PPARGC1A|PPARG|GATA2|STEAP4|NR4A1|ANGPTL8|SOCS1","40149","17956|18040|17842|17797|17884|17902|17932","4.05E-6","","GO:0045444","0.3744727494896694","0"
"75","6","GO Biological Process","","Positive regulation of phagocytosis","1.8E-4","PPARG|MERTK|F2RL1|GATA2|TNF|DOCK2","40149","18040|18070|17965|17842|18010|17950","4.05E-6","","GO:0050766","0.3744727494896694","0"
"2144","30","GO Molecular Function","","Identical protein binding","1.8E-4","CEACAM1|MIF|RIPK3|HGF|PPARG|S100B|CCR2|CCR5|MET|CD28|NLRP3|ARG1|STAT4|DPP4|TLR9|CD3E|CARD9|LCN2|ACE2|TNF|TRPV4|MME|NR4A1|LDLR|SARM1|CCL5|CCL4|ACACA|DAPK2|ENPP1","40149","18037|17803|18121|18130|18040|17977|18124|18133|17860|18067|17857|18034|17953|17866|18148|18151|18139|17779|17887|18010|17875|18109|17884|17878|18058|17989|18100|17920|17836|18004","3.62E-7","","GO:0042802","0.3744727494896694","0"
"368","12","DISEASES","","Disease by infectious agent","1.8E-4","ACE|CCR5|CD248|DPP4|CARD9|ADA|LCN2|CD8A|ACE2|TNF|LDLR|DUSP14","40149","17896|18133|18115|17866|18139|17926|17779|17806|17887|18010|17878|17995","6.67E-7","","DOID:0050117","0.3744727494896694","0"
"5715","54","COMPARTMENTS","","Membrane","1.9E-4","CEACAM1|AQP9|HGF|CCR7|GGT1|WNT5A|ADAM28|PDE3B|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|SLC19A1|MET|CD28|CD86|NLRP3|NR3C2|CX3CR1|DPP4|TLR9|CD3E|SGK1|ADA|ABCA1|PRKCZ|STEAP4|LILRB4|CYP19A1|FITM2|TRPM2|CD8A|DHRS9|ACE2|SENP1|TNF|AGTR1|TRPV4|MME|DOCK2|CYP2E1|NR4A1|GPR84|LDLR|GIPR|ABO|TLR5|SOCS1|ENPP1|SOCS7","40149","18037|18055|18130|17944|18106|17812|18016|18049|17938|17896|18124|18133|18070|17965|18013|17791|17827|17860|18067|18019|17857|18079|18145|17866|18148|18151|17917|17926|17923|17983|17797|18001|18064|18076|17773|17806|18142|17887|18091|18010|17911|17875|18109|17950|17782|17884|18046|17878|17818|18061|17845|17932|18004|17848","5.75E-7","","GOCC:0016020","0.3721246399047171","0"
"76","6","GO Biological Process","","Regulation of immunoglobulin production","1.9E-4","TBX21|CD28|CD86|TLR9|RBP4|TNF","40149","17893|18067|18019|18148|17980|18010","4.35E-6","","GO:0002637","0.3721246399047171","0"
"133","8","DISEASES","","Viral infectious disease","1.9E-4","ACE|CCR5|DPP4|LCN2|CD8A|ACE2|TNF|DUSP14","40149","17896|18133|17866|17779|17806|17887|18010|17995","7.28E-7","","DOID:934","0.3721246399047171","0"
"18","4","GO Biological Process","","Female genitalia development","2.0E-4","WNT5A|MERTK|RBP4|CYP19A1","40149","17812|18070|17980|18064","4.7E-6","","GO:0030540","0.36989700043360185","0"
"4","3","GO Biological Process","","Sequestering of triglyceride","2.0E-4","FITM2|TNF|ENPP1","40149","18076|18010|18004","4.71E-6","","GO:0030730","0.36989700043360185","0"
"42","5","GO Biological Process","","Regulation of T-helper cell differentiation","2.0E-4","TBX21|CD86|NLRP3|PRKCZ|IRF4","40149","17893|18019|17857|17983|18103","4.45E-6","","GO:0045622","0.36989700043360185","0"
"42","5","GO Biological Process","","Positive regulation of calcium-mediated signaling","2.0E-4","NRG1|CD3E|ADA|TNF|CCL4","40149","17938|18151|17926|18010|18100","4.45E-6","","GO:0050850","0.36989700043360185","0"
"43","5","GO Biological Process","","Regulation of T cell apoptotic process","2.1E-4","RIPK3|WNT5A|RORC|ADA|CCL5","40149","18121|17812|17992|17926|17989","4.95E-6","","GO:0070232","0.3677780705266081","0"
"57","6","Reactome Pathways","","Chemokine receptors bind chemokines","2.1E-4","CCR7|CCR2|CCR5|CX3CR1|CCL5|CCL4","40149","17944|18124|18133|18145|17989|18100","9.14E-7","","HSA-380108","0.3677780705266081","0"
"459","13","Reactome Pathways","","GPCR ligand binding","2.1E-4","CCR7|WNT5A|CCR2|CCR5|F2RL1|ADORA2B|CX3CR1|ADM2|POMC|AGTR1|GIPR|CCL5|CCL4","40149","17944|17812|18124|18133|17965|17791|18145|17881|17851|17911|17818|17989|18100","1.03E-6","","HSA-500792","0.3677780705266081","0"
"78","6","GO Biological Process","","Positive regulation of interferon-gamma production","2.2E-4","WNT5A|CCR2|F2RL1|TLR9|CD3E|TNF","40149","17812|18124|17965|18148|18151|18010","5.01E-6","","GO:0032729","0.3657577319177794","0"
"11","4","DISEASES","","Myocarditis","2.2E-4","ACE|ACE2|TNF|TINCR","40149","17896|17887|18010|17974","9.02E-7","","DOID:820","0.3657577319177794","0"
"194","9","Reactome Pathways","","Peptide ligand-binding receptors","2.2E-4","CCR7|CCR2|CCR5|F2RL1|CX3CR1|POMC|AGTR1|CCL5|CCL4","40149","17944|18124|18133|17965|18145|17851|17911|17989|18100","1.14E-6","","HSA-375276","0.3657577319177794","0"
"123","7","GO Biological Process","","Negative regulation of immune effector process","2.3E-4","CEACAM1|TBX21|CCR2|ARG1|CX3CR1|LILRB4|TNF","40149","18037|17893|18124|18034|18145|18001|18010","5.25E-6","","GO:0002698","0.36382721639824067","0"
"1706","26","GO Cellular Component","","Integral component of plasma membrane","2.3E-4","CEACAM1|AQP9|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|ADORA2B|SLC19A1|MET|CD28|CX3CR1|CD3E|ABCA1|LILRB4|TRPM2|CD8A|TNF|AGTR1|TRPV4|MME|GPR84|LDLR|TLR5|ENPP1","40149","18037|18055|17938|17896|18124|18133|18070|17965|17791|17827|17860|18067|18145|18151|17923|18001|17773|17806|18010|17911|17875|18109|18046|17878|17845|18004","5.66E-7","","GO:0005887","0.36382721639824067","0"
"55","7","InterPro Domains","","Zinc finger, NHR/GATA-type","2.3E-4","RORA|PPARG|RORC|GATA2|NR3C2|NR5A2|NR4A1","40149","17821|18040|17992|17842|18079|17830|17884","3.26E-8","","IPR013088","0.36382721639824067","0"
"44","5","GO Biological Process","","Regulation of macrophage migration","2.4E-4","MIF|CX3CR1|CYP19A1|TRPV4|CCL5","40149","17803|18145|18064|17875|17989","5.49E-6","","GO:1905521","0.3619788758288394","0"
"31","5","DISEASES","","Hypersensitivity reaction type IV disease","2.6E-4","RIPK3|ACE|NLRP3|CD8A|TNF","40149","18121|17896|17857|17806|18010","1.15E-6","","DOID:2916","0.3585026652029182","0"
"13","4","TISSUES","","Naive T-lymphocyte","2.7E-4","CCR7|CD28|CD86|CD8A","40149","17944|18067|18019|17806","1.56E-6","","BTO:0005871","0.3568636235841013","0"
"46","5","GO Biological Process","","Positive chemotaxis","2.8E-4","MIF|HGF|WNT5A|MET|CCL5","40149","17803|18130|17812|17860|17989","6.71E-6","","GO:0050918","0.35528419686577806","0"
"82","6","GO Biological Process","","Chemokine-mediated signaling pathway","2.8E-4","CCR7|CCR2|CCR5|CX3CR1|CCL5|CCL4","40149","17944|18124|18133|18145|17989|18100","6.56E-6","","GO:0070098","0.35528419686577806","0"
"181","8","GO Biological Process","","Positive regulation of leukocyte differentiation","2.8E-4","PPARGC1B|CD86|NLRP3|ADA|PRKCZ|LILRB4|TNF|SOCS1","40149","17776|18019|17857|17926|17983|18001|18010|17932","6.51E-6","","GO:1902107","0.35528419686577806","0"
"611","15","GO Cellular Component","","Side of membrane","2.8E-4","CCR7|ACE|CCR2|CCR5|CD248|CD28|CD86|CX3CR1|CD3E|ADA|ABCA1|LILRB4|CD8A|TNF|LDLR","40149","17944|17896|18124|18133|18115|18067|18019|18145|18151|17926|17923|18001|17806|18010|17878","8.3E-7","","GO:0098552","0.35528419686577806","0"
"53","6","GO Molecular Function","","Nuclear receptor activity","2.8E-4","RORA|PPARG|RORC|NR3C2|NR5A2|NR4A1","40149","17821|18040|17992|18079|17830|17884","6.16E-7","","GO:0004879","0.35528419686577806","0"
"185","8","GO Biological Process","","Negative regulation of immune response","3.2E-4","CEACAM1|TBX21|USP18|NLRC5|PPARG|CCR2|ARG1|LILRB4","40149","18037|17893|17971|18085|18040|18124|18034|18001","7.6E-6","","GO:0050777","0.34948500216800943","0"
"37","5","WikiPathways","","Nuclear receptors","3.3E-4","RORA|PPARG|RORC|NR5A2|NR4A1","40149","17821|18040|17992|17830|17884","2.52E-6","","WP170","0.34814860601221126","0"
"218","9","WikiPathways","","Network map of SARS-CoV-2 signaling pathway","3.3E-4","CCR5|NLRP3|CD3E|TRPM2|CD8A|ACE2|TNF|CCL5|CCL4","40149","18133|17857|18151|17773|17806|17887|18010|17989|18100","2.88E-6","","WP5115","0.34814860601221126","0"
"187","8","GO Biological Process","","Regulation of T cell proliferation","3.4E-4","RIPK3|CCR2|CD28|CD86|ARG1|CD3E|LILRB4|CCL5","40149","18121|18124|18067|18019|18034|18151|18001|17989","8.19E-6","","GO:0042129","0.34685210829577445","0"
"1702","25","Reactome Pathways","","Disease","3.4E-4","RIPK3|HGF|GCK|GGT1|WNT5A|NRG1|CCR5|ADORA2B|MET|CD28|CD86|NLRP3|TLR9|RBP4|ADA|ABCA1|NRG4|CYP19A1|POMC|ACE2|HMGA1|DOCK2|NR4A1|ACACA|TLR5","40149","18121|18130|18112|18106|17812|17938|18133|17791|17860|18067|18019|17857|18148|17980|17926|17923|18118|18064|17851|17887|17914|17950|17884|17920|17845","1.92E-6","","HSA-1643685","0.34685210829577445","0"
"105","7","Reactome Pathways","","PI3K/AKT Signaling in Cancer","3.4E-4","HGF|NRG1|MET|CD28|CD86|NRG4|NR4A1","40149","18130|17938|17860|18067|18019|18118|17884","1.94E-6","","HSA-2219528","0.34685210829577445","0"
"86","6","GO Biological Process","","Regulation of leukocyte mediated cytotoxicity","3.5E-4","CEACAM1|RIPK3|F2RL1|ARG1|CX3CR1|POMC","40149","18037|18121|17965|18034|18145|17851","8.49E-6","","GO:0001910","0.3455931955649724","0"
"64","6","DISEASES","","Lung cancer","3.6E-4","NAPSA|NRG1|MET|POMC|CD8A|TNF","40149","18022|17938|17860|17851|17806|18010","1.71E-6","","DOID:1324","0.3443697499232713","0"
"134","7","GO Biological Process","","Myeloid leukocyte differentiation","3.7E-4","CCR7|PPARG|F2RL1|GATA2|IRF4|TNF|SOCS1","40149","17944|18040|17965|17842|18103|18010|17932","8.96E-6","","GO:0002573","0.3431798275933005","0"
