"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"26","4","GO Biological Process","","Positive regulation of purine nucleotide biosynthetic process","0.0011","PPARGC1A|NOS3|ADORA2B|TREM2","17588","17956|18013|17791|18073","3.87E-5","","GO:1900373","0.2958607314841775","0"
"92","6","GO Biological Process","","Regulation of purine nucleotide metabolic process","0.0011","GCK|IFNG|PPARGC1A|NOS3|ADORA2B|TREM2","17588","18112|17947|17956|18013|17791|18073","3.99E-5","","GO:1900542","0.2958607314841775","0"
"92","6","GO Biological Process","","Positive regulation of neuron death","0.0011","IFNG|WNT5A|PCSK9|TRPM2|TNF|SARM1","17588","17947|17812|18007|17773|18010|18058","3.99E-5","","GO:1901216","0.2958607314841775","0"
"79","6","UniProt Keywords","","Diabetes mellitus","0.0011","GCK|PPARG|CCR5|SLC2A4|ANGPTL8|ENPP1","17588","18112|18040|18133|17941|17902|18004","1.77E-5","","KW-0219","0.2958607314841775","0"
"27","4","WikiPathways","","SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction","0.0011","ACE|NLRP3|ACE2|TNF","17588","17896|17857|17887|18010","4.42E-5","","WP5183","0.2958607314841775","0"
"524","14","COMPARTMENTS","","Extracellular organelle","0.0012","CEACAM1|MIF|LBP|MPO|IL1RN|WNT5A|ACE|FABP5|CD86|DPP4|LCN2|SHBG|ACE2|MME","17588","18037|17803|17815|17785|17794|17812|17896|18025|18019|17866|17779|17788|17887|18109","9.26E-6","","GOCC:0043230","0.29208187539523756","0"
"27","4","GO Biological Process","","Negative regulation of T cell mediated immunity","0.0012","CEACAM1|TBX21|ARG1|LILRB4","17588","18037|17893|18034|18001","4.42E-5","","GO:0002710","0.29208187539523756","0"
"139","7","GO Biological Process","","Negative regulation of epithelial cell proliferation","0.0012","CEACAM1|WNT5A|PPARG|PRL|GATA3|XDH|TNF","17588","18037|17812|18040|17824|17899|17800|18010","4.35E-5","","GO:0050680","0.29208187539523756","0"
"250","9","GO Biological Process","","Regulation of blood circulation","0.0012","ACE|NOS3|CYP2J2|ADA|ADM2|ACE2|TNF|AGTR1|CSRP3","17588","17896|18013|17986|17926|17881|17887|18010|17911|18052","4.47E-5","","GO:1903522","0.29208187539523756","0"
"27","4","GO Biological Process","","Positive regulation of macrophage migration","0.0012","CX3CR1|TREM2|TRPV4|CCL5","17588","18145|18073|17875|17989","4.42E-5","","GO:1905523","0.29208187539523756","0"
"42","5","TISSUES","","Neutrophil","0.0012","MPO|IFNG|LCN2|CD8A|TNF","17588","17785|17947|17779|17806|18010","1.23E-5","","BTO:0000130","0.29208187539523756","0"
"111","7","TISSUES","","Vascular endothelium","0.0012","RIPK3|CCR7|RORA|ACE|NOS3|ANGPT2|TRPV4","17588","18121|17944|17821|17896|18013|17908|17875","1.1E-5","","BTO:0001853","0.29208187539523756","0"
"19","4","DISEASES","","Multiple sclerosis","0.0012","CYP27B1|IFNG|CD8A|TNF","17588","17872|17947|17806|18010","1.29E-5","","DOID:2377","0.29208187539523756","0"
"42","5","DISEASES","","Autoimmune disease of the nervous system","0.0012","CYP27B1|IFNG|CD8A|ACE2|TNF","17588","17872|17947|17806|17887|18010","1.23E-5","","DOID:438","0.29208187539523756","0"
"74","6","DISEASES","","Rheumatoid arthritis","0.0012","MIF|CD28|CCR6|STAT4|GATA3|TNF","17588","17803|18067|18136|17953|17899|18010","1.25E-5","","DOID:7148","0.29208187539523756","0"
"123","7","UniProt Keywords","","Heme","0.0012","MPO|CYP27B1|NOS3|CYP2J2|STEAP4|CYP19A1|CYP2E1","17588","17785|17872|18013|17986|17797|18064|17782","2.06E-5","","KW-0349","0.29208187539523756","0"
"266","10","Reactome Pathways","","PIP3 activates AKT signaling","0.0012","HGF|KLB|PPARG|NRG1|MET|CD28|CD86|NRG4|TRIB3|NR4A1","17588","18130|17890|18040|17938|17860|18067|18019|18118|18097|17884","1.16E-5","","HSA-1257604","0.29208187539523756","0"
"1702","27","Reactome Pathways","","Disease","0.0012","RIPK3|HGF|GCK|CYP27B1|GGT1|KLB|WNT5A|NRG1|CCR5|ADORA2B|MET|CD28|CD86|NLRP3|TLR9|RBP4|ADA|ABCA1|NRG4|CYP19A1|POMC|ACE2|HMGA1|DOCK2|NR4A1|ACACA|TLR5","17588","18121|18130|18112|17872|18106|17890|17812|17938|18133|17791|17860|18067|18019|17857|18148|17980|17926|17923|18118|18064|17851|17887|17914|17950|17884|17920|17845","1.11E-5","","HSA-1643685","0.29208187539523756","0"
"157","8","Reactome Pathways","","G alpha (s) signalling events","0.0012","PDE3B|ADORA2B|GHRH|ADM2|GPER1|POMC|GPR84|GIPR","17588","18049|17791|18028|17881|18094|17851|18046|17818","1.12E-5","","HSA-418555","0.29208187539523756","0"
"194","8","GO Biological Process","","Negative regulation of cell-cell adhesion","0.0013","CEACAM1|TBX21|IL1RN|CD86|ARG1|LILRB4|TRPV4|SOCS1","17588","18037|17893|17794|18019|18034|18001|17875|17932","4.81E-5","","GO:0022408","0.2886056647693163","0"
"698","16","TISSUES","","Lymphocyte","0.0013","TBX21|OSM|RIPK3|IFNG|CCR7|CD28|RORC|CD86|GATA3|CD8A|TNF|AGTR1|HMGA1|DOCK2|CCL5|CCL4","17588","17893|17935|18121|17947|17944|18067|17992|18019|17899|17806|18010|17911|17914|17950|17989|18100","1.34E-5","","BTO:0000775","0.2886056647693163","0"
"5","3","DISEASES","","Anovulation","0.0013","AMH|PRL|SHBG","17588","17869|17824|17788","1.4E-5","","DOID:3781","0.2886056647693163","0"
"256","9","WikiPathways","","GPCRs, class A rhodopsin-like","0.0013","CCR7|CCR2|CCR5|F2RL1|ADORA2B|CCR6|CX3CR1|GPER1|AGTR1","17588","17944|18124|18133|17965|17791|18136|18145|18094|17911","5.34E-5","","WP455","0.2886056647693163","0"
"28","4","GO Biological Process","","Response to lipoprotein particle","0.0014","PPARG|TREM2|ABCA1|LDLR","17588","18040|18073|17923|17878","5.03E-5","","GO:0055094","0.2853871964321762","0"
"96","6","GO Biological Process","","Positive regulation of peptide hormone secretion","0.0014","GCK|RBP4|GHRH|GPER1|TRPM2|GIPR","17588","18112|17980|18028|18094|17773|17818","5.0E-5","","GO:0090277","0.2853871964321762","0"
"97","6","GO Biological Process","","Positive regulation of cold-induced thermogenesis","0.0014","PPARGC1A|CCR2|FABP5|PPARGC1B|LCN2|IRF4","17588","17956|18124|18025|17776|17779|18103","5.28E-5","","GO:0120162","0.2853871964321762","0"
"461","12","GO Biological Process","","Positive regulation of protein localization","0.0014","GCK|IFNG|WNT5A|PPARG|F2RL1|RBP4|TREM2|PRKCZ|GPER1|TRPM2|TNF|GIPR","17588","18112|17947|17812|18040|17965|17980|18073|17983|18094|17773|18010|17818","5.32E-5","","GO:1903829","0.2853871964321762","0"
"275","10","DISEASES","","Kidney disease","0.0014","MPO|CYP27B1|IL1RN|ACE|MET|NR3C2|LCN2|POMC|CD8A|TNF","17588","17785|17872|17794|17896|17860|18079|17779|17851|17806|18010","1.53E-5","","DOID:557","0.2853871964321762","0"
"118","7","DISEASES","","Arthritis","0.0014","MIF|CD28|CCR6|STAT4|GATA3|XDH|TNF","17588","17803|18067|18136|17953|17899|17800|18010","1.6E-5","","DOID:848","0.2853871964321762","0"
"97","6","KEGG Pathways","","Chagas disease","0.0014","IFNG|ACE|TLR9|CD3E|TNF|CCL5","17588","17947|17896|18148|18151|18010|17989","5.28E-5","","hsa05142","0.2853871964321762","0"
"9","3","GO Biological Process","","Regulation of blood volume by renin-angiotensin","0.0015","ACE|ACE2|AGTR1","17588","17896|17887|17911","5.41E-5","","GO:0002016","0.28239087409443187","0"
"29","4","GO Biological Process","","Regulation of macrophage chemotaxis","0.0015","MIF|CYP19A1|TRPV4|CCL5","17588","17803|18064|17875|17989","5.69E-5","","GO:0010758","0.28239087409443187","0"
"98","6","GO Biological Process","","Regulation of steroid metabolic process","0.0015","CYP27B1|IFNG|RORA|RORC|TNF|LDLR","17588","17872|17947|17821|17992|18010|17878","5.57E-5","","GO:0019218","0.28239087409443187","0"
"29","4","GO Biological Process","","Negative regulation of interleukin-1 beta production","0.0015","NLRP3|CX3CR1|TREM2|LILRB4","17588","17857|18145|18073|18001","5.69E-5","","GO:0032691","0.28239087409443187","0"
"29","4","GO Biological Process","","Positive regulation of toll-like receptor signaling pathway","0.0015","LBP|F2RL1|TLR9|TLR5","17588","17815|17965|18148|17845","5.69E-5","","GO:0034123","0.28239087409443187","0"
"700","15","GO Biological Process","","Regulation of ion transport","0.0015","MIF|GCK|IFNG|ACE|CCR2|NOS3|PCSK9|ARG1|TLR9|TREM2|GPER1|ACE2|TNF|CCL5|CCL4","17588","17803|18112|17947|17896|18124|18013|18007|18034|18148|18073|18094|17887|18010|17989|18100","5.4E-5","","GO:0043269","0.28239087409443187","0"
"144","7","GO Biological Process","","Positive regulation of innate immune response","0.0015","LBP|NLRC5|WNT5A|TLR9|AIM2|CARD9|CCL5","17588","17815|18085|17812|18148|17962|18139|17989","5.39E-5","","GO:0045089","0.28239087409443187","0"
"256","9","GO Biological Process","","Homeostasis of number of cells","0.0015","RIPK3|CCR7|MERTK|NOS3|GATA2|CX3CR1|CARD9|ADA|GATA3","17588","18121|17944|18070|18013|17842|18145|18139|17926|17899","5.34E-5","","GO:0048872","0.28239087409443187","0"
"9","3","GO Biological Process","","Positive regulation of T-helper 2 cell cytokine production","0.0015","NLRP3|PRKCZ|GATA3","17588","17857|17983|17899","5.41E-5","","GO:2000553","0.28239087409443187","0"
"45","5","DISEASES","","Disorders of sexual development","0.0015","AMH|PRL|NR3C2|SHBG|CYP19A1","17588","17869|17824|18079|17788|18064","1.68E-5","","DOID:1923","0.28239087409443187","0"
"100","6","WikiPathways","","Burn wound healing","0.0015","HGF|CD248|TLR9|CD3E|TNF|TLR5","17588","18130|18115|18148|18151|18010|17845","6.2E-5","","WP5055","0.28239087409443187","0"
"32","5","STRING Clusters","","Mixed, incl. MyD88-dependent toll-like receptor signaling pathway, and TRIF-mediated programmed cell death","0.0015","LBP|TLR9|LY86|SARM1|TLR5","17588","17815|18148|17905|18058|17845","3.69E-6","","CL:16730","0.28239087409443187","0"
"326","10","GO Biological Process","","Negative regulation of protein phosphorylation","0.0016","CEACAM1|HGF|IFNG|PPARG|PRKCZ|XDH|LILRB4|TRIB3|SOCS1|ENPP1","17588","18037|18130|17947|18040|17983|17800|18001|18097|17932|18004","6.2E-5","","GO:0001933","0.2795880017344075","0"
"1877","27","GO Biological Process","","Phosphate-containing compound metabolic process","0.0016","RIPK3|AMH|GCK|RORA|WNT5A|MERTK|FABP5|PCSK9|MET|TLR9|CD3E|SGK1|DUSP5|ADA|PRKCZ|XDH|ADM2|FITM2|NPPC|TRIB3|SARM1|DUSP14|ACACA|DAPK2|SOCS1|ENPP1|SOCS7","17588","18121|17869|18112|17821|17812|18070|18025|18007|17860|18148|18151|17917|17833|17926|17983|17800|17881|18076|18031|18097|18058|17995|17920|17836|17932|18004|17848","6.12E-5","","GO:0006796","0.2795880017344075","0"
"99","6","GO Biological Process","","Positive regulation of endocytosis","0.0016","WNT5A|PPARG|F2RL1|PCSK9|GATA2|TREM2","17588","17812|18040|17965|18007|17842|18073","5.88E-5","","GO:0045807","0.2795880017344075","0"
"146","7","GO Biological Process","","Leukocyte proliferation","0.0016","ACE|F2RL1|CD28|CD3E|ADA|TREM2|DOCK2","17588","17896|17965|18067|18151|17926|18073|17950","5.86E-5","","GO:0070661","0.2795880017344075","0"
"21","4","TISSUES","","Adult","0.0016","IFNG|ACE|CD8A|TNF","17588","17947|17896|17806|18010","1.83E-5","","BTO:0001043","0.2795880017344075","0"
"46","5","DISEASES","","Cerebrovascular disease","0.0016","ACE|S100B|NOS3|CCM2|TNF","17588","17896|17977|18013|18088|18010","1.85E-5","","DOID:6713","0.2795880017344075","0"
"61","6","STRING Clusters","","Constitutive Signaling by Aberrant PI3K in Cancer, and VEGF ligand-receptor interactions","0.0016","HGF|KLB|NRG1|ANGPT2|MET|NRG4","17588","18130|17890|17938|17908|17860|18118","4.45E-6","","CL:17330","0.2795880017344075","0"
"98","7","STRING Clusters","","Mixed, incl. Fatty acid metabolism, and Regulation of lipid storage","0.0016","PPARGC1A|PPARG|FABP5|PPARGC1B|ABCA1|TMEM26|ACACA","17588","17956|18040|18025|17776|17923|17809|17920","5.07E-6","","CL:9983","0.2795880017344075","0"
"30","4","GO Biological Process","","Positive T cell selection","0.0017","TBX21|CD3E|IRF4|DOCK2","17588","17893|18151|18103|17950","6.42E-5","","GO:0043368","0.2769551078621726","0"
"61","5","GO Biological Process","","Negative regulation of chemotaxis","0.0017","MIF|WNT5A|ANGPT2|DPP4|CYP19A1","17588","17803|17812|17908|17866|18064","6.51E-5","","GO:0050922","0.2769551078621726","0"
"6","3","DISEASES","","Secondary hypertension","0.0017","ACE|NR3C2|AGTR1","17588","17896|18079|17911","2.1E-5","","DOID:11130","0.2769551078621726","0"
"6","3","DISEASES","","Hyperandrogenism","0.0017","AMH|PRL|SHBG","17588","17869|17824|17788","2.1E-5","","DOID:11613","0.2769551078621726","0"
"63","5","WikiPathways","","Lung fibrosis","0.0017","HGF|CCR2|TNF|CCL5|CCL4","17588","18130|18124|18010|17989|18100","7.52E-5","","WP3624","0.2769551078621726","0"
"10","3","GO Biological Process","","Negative regulation of cholesterol storage","0.0018","PPARG|TREM2|ABCA1","17588","18040|18073|17923","7.01E-5","","GO:0010887","0.2744727494896694","0"
"1572","24","GO Biological Process","","Cellular response to stress","0.0018","MIF|RIPK3|MACROD2|MPO|RORA|WNT5A|PPARGC1A|PPARG|NOS3|PCSK9|PPARGC1B|SLC2A4|NLRP3|ATF3|ARG1|SGK1|CARD9|TREM2|CCM2|TRPM2|TNF|HMGA1|TRPV4|TRIB3","17588","17803|18121|18127|17785|17821|17812|17956|18040|18013|18007|17776|17941|17857|17854|18034|17917|18139|18073|18088|17773|18010|17914|17875|18097","6.86E-5","","GO:0033554","0.2744727494896694","0"
"10","3","GO Biological Process","","Vagina development","0.0018","WNT5A|MERTK|RBP4","17588","17812|18070|17980","7.01E-5","","GO:0060068","0.2744727494896694","0"
"10","3","GO Biological Process","","T-helper 17 cell differentiation","0.0018","RORA|RORC|IRF4","17588","17821|17992|18103","7.01E-5","","GO:0072539","0.2744727494896694","0"
"102","6","GO Biological Process","","Regulation of NIK/NF-kappaB signaling","0.0018","CD86|NLRP3|NR3C2|TLR9|TREM2|TNF","17588","18019|17857|18079|18148|18073|18010","6.89E-5","","GO:1901222","0.2744727494896694","0"
"10","3","GO Biological Process","","Positive regulation of glial cell migration","0.0018","CCR2|CX3CR1|TREM2","17588","18124|18145|18073","7.01E-5","","GO:1903977","0.2744727494896694","0"
"172","8","TISSUES","","Endothelium","0.0018","RIPK3|CCR7|RORA|ACE|NOS3|ANGPT2|GATA2|TRPV4","17588","18121|17944|17821|17896|18013|17908|17842|17875","2.11E-5","","BTO:0000393","0.2744727494896694","0"
"124","7","TISSUES","","Marrow cell","0.0018","CEACAM1|IFNG|CCR2|ARG1|LY86|LILRB4|TNF","17588","18037|17947|18124|18034|17905|18001|18010","2.17E-5","","BTO:0001441","0.2744727494896694","0"
"32","4","WikiPathways","","Nuclear receptors in lipid metabolism and toxicity","0.0018","CYP27B1|PPARG|ABCA1|CYP2E1","17588","17872|18040|17923|17782","8.07E-5","","WP299","0.2744727494896694","0"
"271","9","WikiPathways","","IL-18 signaling pathway","0.0018","TBX21|IFNG|ATF3|ARG1|CCL20|TNF|NR4A1|CCL5|CCL4","17588","17893|17947|17854|18034|17863|18010|17884|17989|18100","8.15E-5","","WP4754","0.2744727494896694","0"
"3785","43","GO Biological Process","","Transport","0.0019","CEACAM1|LBP|AQP9|GCK|CYP27B1|CCR7|IL1RN|DNAJC27|PPARG|ACE|CCR5|MERTK|FABP5|NOS3|PRL|PCSK9|ADORA2B|SLC19A1|MET|SLC2A4|GATA2|DPP4|SGK1|RBP4|ADA|LCN2|TREM2|GHRH|ABCA1|PRKCZ|GATA3|XDH|STEAP4|LILRB4|TRPM2|ACE2|TRPV4|DOCK2|NR4A1|AGAP2|LDLR|CCL5|ENPP1","17588","18037|17815|18055|18112|17872|17944|17794|17998|18040|17896|18133|18070|18025|18013|17824|18007|17791|17827|17860|17941|17842|17866|17917|17980|17926|17779|18073|18028|17923|17983|17899|17800|17797|18001|17773|17887|17875|17950|17884|18082|17878|17989|18004","7.41E-5","","GO:0006810","0.27212463990471714","0"
"103","6","GO Biological Process","","Negative regulation of angiogenesis","0.0019","PDE3B|PPARG|CCR2|PRL|ANGPT2|TNF","17588","18049|18040|18124|17824|17908|18010","7.25E-5","","GO:0016525","0.27212463990471714","0"
"31","4","GO Biological Process","","Cellular response to lipoprotein particle stimulus","0.0019","PPARG|TREM2|ABCA1|LDLR","17588","18040|18073|17923|17878","7.21E-5","","GO:0071402","0.27212463990471714","0"
"901","17","GO Biological Process","","Circulatory system development","0.002","CEACAM1|RORA|WNT5A|PDE3B|PPARG|NRG1|ACE|NOS3|ANGPT2|GATA2|RBP4|GATA3|CCM2|ADM2|CSRP3|NR4A1|LDLR","17588","18037|17821|17812|18049|18040|17938|17896|18013|17908|17842|17980|17899|18088|17881|18052|17884|17878","7.88E-5","","GO:0072359","0.2698970004336019","0"
"153","7","GO Biological Process","","Regulation of extrinsic apoptotic signaling pathway","0.002","HGF|NRG1|NOS3|ATF3|GPER1|TNF|AGAP2","17588","18130|17938|18013|17854|18094|18010|18082","7.77E-5","","GO:2001236","0.2698970004336019","0"
"23","4","DISEASES","","Arteriosclerosis","0.002","ACE|NOS3|ABCA1|TNF","17588","17896|18013|17923|18010","2.51E-5","","DOID:2349","0.2698970004336019","0"
"2586","33","GO Biological Process","","Regulation of transcription by RNA polymerase II","0.0021","TBX21|OSM|HGF|IFNG|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|F2RL1|PPARGC1B|MET|CD28|RORC|NLRP3|ATF3|GATA2|NR3C2|STAT4|TLR9|NR5A2|GATA3|IRF4|GPER1|POMC|SENP1|TNF|HMGA1|TRPV4|TRIB3|CSRP3|NR4A1|AGAP2","17588","17893|17935|18130|17947|17821|18085|17812|17956|18040|17965|17776|17860|18067|17992|17857|17854|17842|18079|17953|18148|17830|17899|18103|18094|17851|18091|18010|17914|17875|18097|18052|17884|18082","8.21E-5","","GO:0006357","0.26777807052660807","0"
"641","14","GO Biological Process","","Enzyme-linked receptor protein signaling pathway","0.0021","AMH|HGF|KLB|WNT5A|PPARG|NRG1|MERTK|ANGPT2|MET|CD3E|NRG4|CD8A|NPPC|CSRP3","17588","17869|18130|17890|17812|18040|17938|18070|17908|17860|18151|18118|17806|18031|18052","7.98E-5","","GO:0007167","0.26777807052660807","0"
"105","6","GO Biological Process","","Cellular response to interferon-gamma","0.0021","IFNG|WNT5A|CCL20|TNF|CCL5|CCL4","17588","17947|17812|17863|18010|17989|18100","8.02E-5","","GO:0071346","0.26777807052660807","0"
"105","7","STRING Clusters","","Toll-like Receptor Cascades, and Novel intracellular components of RIG-I-like receptor pathway","0.0021","LBP|NLRC5|TLR9|LY86|TNF|SARM1|TLR5","17588","17815|18085|18148|17905|18010|18058|17845","7.78E-6","","CL:16584","0.26777807052660807","0"
"106","6","GO Biological Process","","Regulation of epithelial cell apoptotic process","0.0022","CD248|GATA2|GATA3|GPER1|TNF|AGAP2","17588","18115|17842|17899|18094|18010|18082","8.43E-5","","GO:1904035","0.2657577319177794","0"
"68","5","WikiPathways","","Sterol regulatory element-binding proteins (SREBP) signaling","0.0022","PPARG|PPARGC1B|RBP4|LDLR|ACACA","17588","18040|17776|17980|17878|17920","1.1E-4","","WP1982","0.2657577319177794","0"
"11","3","GO Biological Process","","Negative regulation of T cell cytokine production","0.0023","TBX21|ARG1|LILRB4","17588","17893|18034|18001","8.87E-5","","GO:0002725","0.2638272163982407","0"
"107","6","GO Biological Process","","Negative regulation of lipid metabolic process","0.0023","CEACAM1|CYP27B1|PDE3B|GPER1|TNF|TRIB3","17588","18037|17872|18049|18094|18010|18097","8.86E-5","","GO:0045833","0.2638272163982407","0"
"107","6","GO Biological Process","","Viral entry into host cell","0.0023","CCR5|CD86|DPP4|ACE2|AGTR1|LDLR","17588","18133|18019|17866|17887|17911|17878","8.86E-5","","GO:0046718","0.2638272163982407","0"
"2365","31","GO Biological Process","","Regulation of cellular component organization","0.0023","CEACAM1|HGF|CYP27B1|IFNG|CCR7|WNT5A|PPARGC1A|PPARG|NRG1|ACE|F2RL1|PCSK9|MET|SLC2A4|CD28|GATA2|DPP4|SGK1|TREM2|ABCA1|PRKCZ|GATA3|GPER1|TRPM2|ACE2|TNF|AGTR1|TRPV4|LDLR|SARM1|ENPP1","17588","18037|18130|17872|17947|17944|17812|17956|18040|17938|17896|17965|18007|17860|17941|18067|17842|17866|17917|18073|17923|17983|17899|18094|17773|17887|18010|17911|17875|17878|18058|18004","8.82E-5","","GO:0051128","0.2638272163982407","0"
"33","4","GO Biological Process","","Regulation of neutrophil chemotaxis","0.0023","LBP|CCR7|DPP4|DAPK2","17588","17815|17944|17866|17836","9.0E-5","","GO:0090022","0.2638272163982407","0"
"130","7","TISSUES","","Mononuclear cell","0.0023","CEACAM1|IFNG|CCR2|LY86|LILRB4|CD8A|TNF","17588","18037|17947|18124|17905|18001|17806|18010","2.89E-5","","BTO:0000878","0.2638272163982407","0"
"7","3","TISSUES","","Th2 cell","0.0023","TBX21|IFNG|GATA3","17588","17893|17947|17899","2.98E-5","","BTO:0001679","0.2638272163982407","0"
"1101","20","DISEASES","","Disease of cellular proliferation","0.0023","AMH|MPO|NAPSA|NRG1|MERTK|PRL|MET|SLC2A4|NR3C2|NR5A2|GHRH|SHBG|IRF4|CCM2|CYP19A1|POMC|CD8A|TNF|MME|AGAP2","17588","17869|17785|18022|17938|18070|17824|17860|17941|18079|17830|18028|17788|18103|18088|18064|17851|17806|18010|18109|18082","2.94E-5","","DOID:14566","0.2638272163982407","0"
"158","7","GO Biological Process","","Regulation of cellular carbohydrate metabolic process","0.0024","GCK|RORA|PPARGC1A|RORC|GPER1|POMC|ENPP1","17588","18112|17821|17956|17992|18094|17851|18004","9.42E-5","","GO:0010675","0.2619788758288394","0"
"34","4","KEGG Pathways","","Allograft rejection","0.0024","IFNG|CD28|CD86|TNF","17588","17947|18067|18019|18010","1.0E-4","","hsa05330","0.2619788758288394","0"
"4592","54","Monarch Phenotype","","Hematological measurement","0.0024","TBX21|OSM|RIPK3|MACROD2|GCK|MPO|CYP27B1|CCR7|IL1RN|RORA|NLRC5|PPARGC1A|PDE3B|PPARG|NRG1|S100B|CCR2|CCR5|NOS3|MET|CD28|CD86|NLRP3|CCR6|ATF3|GATA2|NR3C2|CX3CR1|STAT4|DPP4|NR5A2|AIM2|CARD9|ABCA1|GATA3|SHBG|IRF4|CCM2|SIRT3|NRG4|CYP19A1|FITM2|GPER1|SENP1|HMGA1|CSRP3|GIPR|DUSP14|ANGPTL8|ABO|ACACA|DAPK2|TLR5|SOCS1","17588","17893|17935|18121|18127|18112|17785|17872|17944|17794|17821|18085|17956|18049|18040|17938|17977|18124|18133|18013|17860|18067|18019|17857|18136|17854|17842|18079|18145|17953|17866|17830|17962|18139|17923|17899|17788|18103|18088|17959|18118|18064|18076|18094|18091|17914|18052|17818|17995|17902|18061|17920|17836|17845|17932","1.43E-6","","EFO:0004503","0.2619788758288394","0"
"1810","30","Monarch Phenotype","","Blood protein measurement","0.0024","MACROD2|LBP|HGF|MPO|RORA|NRG1|ACE|NCR1|F2RL1|SLC19A1|MET|RORC|CCR6|ARG1|CX3CR1|RBP4|ADA|ABCA1|SHBG|IRF4|CD8A|TNF|TRIB3|DOCK2|SARM1|CCL5|CCL4|ABO|ACACA|DAPK2","17588","18127|17815|18130|17785|17821|17938|17896|17929|17965|17827|17860|17992|18136|18034|18145|17980|17926|17923|17788|18103|17806|18010|18097|17950|18058|17989|18100|18061|17920|17836","1.31E-6","","EFO:0007937","0.2619788758288394","0"
"1288","25","Monarch Phenotype","","Granulocyte count","0.0024","TBX21|MPO|CYP27B1|CCR7|IL1RN|RORA|NLRC5|PPARG|CCR5|MET|CD28|CD86|NLRP3|CCR6|ATF3|GATA2|NR3C2|CX3CR1|STAT4|GATA3|IRF4|CCM2|CYP19A1|ABO|SOCS1","17588","17893|17785|17872|17944|17794|17821|18085|18040|18133|17860|18067|18019|17857|18136|17854|17842|18079|18145|17953|17899|18103|18088|18064|18061|17932","7.71E-7","","EFO:0007987","0.2619788758288394","0"
"1390","26","Monarch Phenotype","","Myeloid white cell count","0.0024","TBX21|MPO|CYP27B1|CCR7|IL1RN|RORA|NLRC5|PPARG|CCR5|MET|CD28|CD86|NLRP3|CCR6|ATF3|GATA2|NR3C2|CX3CR1|STAT4|GATA3|IRF4|CCM2|CYP19A1|DUSP14|ABO|SOCS1","17588","17893|17785|17872|17944|17794|17821|18085|18040|18133|17860|18067|18019|17857|18136|17854|17842|18079|18145|17953|17899|18103|18088|18064|17995|18061|17932","8.84E-7","","EFO:0007988","0.2619788758288394","0"
"301","12","Monarch Phenotype","","Neutrophil percentage of leukocytes","0.0024","MPO|CCR7|IL1RN|NLRC5|NLRP3|GATA2|NR3C2|CX3CR1|GATA3|IRF4|CYP19A1|ABO","17588","17785|17944|17794|18085|17857|17842|18079|18145|17899|18103|18064|18061","8.27E-7","","EFO:0007990","0.2619788758288394","0"
"320","12","Monarch Phenotype","","Lymphocyte percentage of leukocytes","0.0024","MPO|CCR7|IL1RN|NLRC5|GATA2|NR3C2|CX3CR1|GATA3|IRF4|SIRT3|CYP19A1|ABO","17588","17785|17944|17794|18085|17842|18079|18145|17899|18103|17959|18064|18061","1.53E-6","","EFO:0007993","0.2619788758288394","0"
"67","5","GO Biological Process","","Animal organ regeneration","0.0025","HGF|PPARG|ACE|ANGPT2|TNF","17588","18130|18040|17896|17908|18010","9.89E-5","","GO:0031100","0.26020599913279624","0"
"216","8","GO Biological Process","","Regulation of neuron apoptotic process","0.0025","PPARGC1A|PCSK9|CX3CR1|TREM2|GATA3|TNF|AGAP2|SARM1","17588","17956|18007|18145|18073|17899|18010|18082|18058","9.92E-5","","GO:0043523","0.26020599913279624","0"
"34","4","GO Biological Process","","Regulation of regulatory T cell differentiation","0.0025","IFNG|CD28|LILRB4|SOCS1","17588","17947|18067|18001|17932","1.0E-4","","GO:0045589","0.26020599913279624","0"
"67","5","GO Biological Process","","Positive regulation of NIK/NF-kappaB signaling","0.0025","CD86|NR3C2|TLR9|TREM2|TNF","17588","18019|18079|18148|18073|18010","9.89E-5","","GO:1901224","0.26020599913279624","0"
"419","11","GO Biological Process","","Blood vessel morphogenesis","0.0026","CEACAM1|RORA|PDE3B|ACE|NOS3|ANGPT2|GATA2|CCM2|ADM2|NR4A1|LDLR","17588","18037|17821|18049|17896|18013|17908|17842|18088|17881|17884|17878","1.0E-4","","GO:0048514","0.2585026652029182","0"
"219","8","GO Biological Process","","MAPK cascade","0.0027","WNT5A|NRG1|CCR5|DUSP5|CARD9|CCM2|TNF|CCL5","17588","17812|17938|18133|17833|18139|18088|18010|17989","1.1E-4","","GO:0000165","0.25686362358410125","0"
"111","6","GO Biological Process","","Positive regulation of lipid localization","0.0027","MIF|PPARG|TREM2|ABCA1|CYP19A1|FITM2","17588","17803|18040|18073|17923|18064|18076","1.1E-4","","GO:1905954","0.25686362358410125","0"
"53","5","DISEASES","","Bronchial disease","0.0027","TBX21|IFNG|GATA3|CD8A|TNF","17588","17893|17947|17899|17806|18010","3.48E-5","","DOID:1176","0.25686362358410125","0"
